"Altitude
[ft]","Temperature
[Rankine]","Density
[slug/ft3]","Speed of sound
[ft/s]",,,
0.00000,518.670,0.00237717,1116.45,,,
500.000,516.887,0.00234259,1114.53,,,
1000.00,515.104,0.00230839,1112.61,,,
1500.00,513.321,0.00227457,1110.68,,,
2000.00,511.538,0.00224114,1108.75,,,
2500.00,509.755,0.00220808,1106.81,,,
3000.00,507.972,0.00217539,1104.88,,,
3500.00,506.188,0.00214308,1102.94,,,
4000.00,504.405,0.00211114,1100.99,,,
4500.00,502.622,0.00207956,1099.04,,,
5000.00,500.839,0.00204834,1097.09,,,
5500.00,499.056,0.00201748,1095.14,,,
6000.00,497.273,0.00198698,1093.18,,,
6500.00,495.490,0.00195684,1091.22,,,
7000.00,493.707,0.00192704,1089.25,,,
7500.00,491.924,0.00189760,1087.28,,,
8000.00,490.141,0.00186850,1085.31,,,
8500.00,488.358,0.00183974,1083.34,,,
9000.00,486.575,0.00181132,1081.36,,,
9500.00,484.791,0.00178324,1079.37,,,
10000.0,483.008,0.00175549,1077.39,,,
10500.0,481.225,0.00172808,1075.40,,,
11000.0,479.442,0.00170099,1073.40,,,
11500.0,477.659,0.00167423,1071.40,,,
12000.0,475.876,0.00164779,1069.40,,,
12500.0,474.093,0.00162168,1067.40,,,
13000.0,472.310,0.00159588,1065.39,,,
13500.0,470.527,0.00157039,1063.37,,,
14000.0,468.744,0.00154522,1061.36,,,
14500.0,466.961,0.00152036,1059.34,,,
15000.0,465.178,0.00149581,1057.31,,,
15500.0,463.395,0.00147156,1055.28,,,
16000.0,461.611,0.00144761,1053.25,,,
16500.0,459.828,0.00142396,1051.22,,,
17000.0,458.045,0.00140061,1049.18,,,
17500.0,456.262,0.00137755,1047.13,,,
18000.0,454.479,0.00135479,1045.08,,,
18500.0,452.696,0.00133231,1043.03,,,
19000.0,450.913,0.00131012,1040.97,,,
19500.0,449.130,0.00128821,1038.91,,,
20000.0,447.347,0.00126659,1036.85,,,
20500.0,445.564,0.00124524,1034.78,,,
21000.0,443.781,0.00122417,1032.71,,,
21500.0,441.998,0.00120337,1030.63,,,
22000.0,440.214,0.00118285,1028.55,,,
22500.0,438.431,0.00116259,1026.47,,,
23000.0,436.648,0.00114260,1024.38,,,
23500.0,434.865,0.00112287,1022.28,,,
24000.0,433.082,0.00110341,1020.19,,,
24500.0,431.299,0.00108421,1018.08,,,
25000.0,429.516,0.00106526,1015.98,,,
25500.0,427.733,0.00104656,1013.87,,,
26000.0,425.950,0.00102812,1011.75,,,
26500.0,424.167,0.00100993,1009.63,,,
27000.0,422.384,0.000991984,1007.51,,,
27500.0,420.601,0.000974284,1005.38,,,
28000.0,418.818,0.000956827,1003.24,,,
28500.0,417.034,0.000939610,1001.11,,,
29000.0,415.251,0.000922631,998.963,,,
29500.0,413.468,0.000905888,996.816,,,
30000.0,411.685,0.000889378,994.664,,,
30500.0,409.902,0.000873099,992.508,,,
31000.0,408.119,0.000857050,990.347,,,
31500.0,406.336,0.000841227,988.181,,,
32000.0,404.553,0.000825628,986.010,,,
32500.0,402.770,0.000810252,983.835,,,
33000.0,400.987,0.000795096,981.655,,,
33500.0,399.204,0.000780157,979.470,,,
34000.0,397.421,0.000765434,977.280,,,
34500.0,395.637,0.000750925,975.085,,,
35000.0,393.854,0.000736627,972.885,,,
35500.0,392.071,0.000722539,970.681,,,
36000.0,390.288,0.000708657,968.471,,,
36500.0,389.970,0.000692396,968.076,,,
37000.0,389.970,0.000675954,968.076,,,
37500.0,389.970,0.000659904,968.076,,,
38000.0,389.970,0.000644234,968.076,,,
38500.0,389.970,0.000628937,968.076,,,
39000.0,389.970,0.000614002,968.076,,,
39500.0,389.970,0.000599423,968.076,,,
40000.0,389.970,0.000585189,968.076,,,
40500.0,389.970,0.000571294,968.076,,,
41000.0,389.970,0.000557728,968.076,,,
41500.0,389.970,0.000544485,968.076,,,
42000.0,389.970,0.000531556,968.076,,,
42500.0,389.970,0.000518934,968.076,,,
43000.0,389.970,0.000506612,968.076,,,
43500.0,389.970,0.000494582,968.076,,,
44000.0,389.970,0.000482838,968.076,,,
44500.0,389.970,0.000471373,968.076,,,
45000.0,389.970,0.000460180,968.076,,,
45500.0,389.970,0.000449253,968.076,,,
46000.0,389.970,0.000438586,968.076,,,
46500.0,389.970,0.000428171,968.076,,,
47000.0,389.970,0.000418004,968.076,,,
47500.0,389.970,0.000408079,968.076,,,
48000.0,389.970,0.000398389,968.076,,,
48500.0,389.970,0.000388929,968.076,,,
49000.0,389.970,0.000379694,968.076,,,
49500.0,389.970,0.000370678,968.076,,,
50000.0,389.970,0.000361876,968.076,,,
50500.0,389.970,0.000353283,968.076,,,
51000.0,389.970,0.000344894,968.076,,,
51500.0,389.970,0.000336705,968.076,,,
52000.0,389.970,0.000328709,968.076,,,
52500.0,389.970,0.000320904,968.076,,,
53000.0,389.970,0.000313284,968.076,,,
53500.0,389.970,0.000305845,968.076,,,
54000.0,389.970,0.000298583,968.076,,,
54500.0,389.970,0.000291493,968.076,,,
55000.0,389.970,0.000284571,968.076,,,
55500.0,389.970,0.000277814,968.076,,,
56000.0,389.970,0.000271217,968.076,,,
56500.0,389.970,0.000264777,968.076,,,
57000.0,389.970,0.000258490,968.076,,,
57500.0,389.970,0.000252352,968.076,,,
58000.0,389.970,0.000246360,968.076,,,
58500.0,389.970,0.000240510,968.076,,,
59000.0,389.970,0.000234799,968.076,,,
59500.0,389.970,0.000229224,968.076,,,
60000.0,389.970,0.000223781,968.076,,,
60500.0,389.970,0.000218467,968.076,,,
61000.0,389.970,0.000213279,968.076,,,
61500.0,389.970,0.000208215,968.076,,,
62000.0,389.970,0.000203271,968.076,,,
62500.0,389.970,0.000198444,968.076,,,
63000.0,389.970,0.000193732,968.076,,,
63500.0,389.970,0.000189132,968.076,,,
64000.0,389.970,0.000184641,968.076,,,
64500.0,389.970,0.000180257,968.076,,,
65000.0,389.970,0.000175976,968.076,,,
65500.0,389.970,0.000171798,968.076,,,
66000.0,390.180,0.000167629,968.337,,,
66500.0,390.455,0.000163537,968.677,,,
67000.0,390.729,0.000159548,969.017,,,
67500.0,391.003,0.000155659,969.358,,,
68000.0,391.278,0.000151867,969.698,,,
68500.0,391.552,0.000148170,970.037,,,
69000.0,391.826,0.000144566,970.377,,,
69500.0,392.100,0.000141051,970.717,,,
70000.0,392.375,0.000137625,971.056,,,
70500.0,392.649,0.000134284,971.396,,,
71000.0,392.923,0.000131026,971.735,,,
71500.0,393.198,0.000127850,972.074,,,
72000.0,393.472,0.000124753,972.413,,,
72500.0,393.746,0.000121733,972.752,,,
73000.0,394.021,0.000118788,973.091,,,
73500.0,394.295,0.000115916,973.430,,,
74000.0,394.569,0.000113116,973.768,,,
74500.0,394.844,0.000110385,974.107,,,
75000.0,395.118,0.000107722,974.445,,,
75500.0,395.392,0.000105125,974.783,,,
76000.0,395.667,0.000102592,975.121,,,
76500.0,395.941,0.000100122,975.459,,,
77000.0,396.215,0.0000977131,975.797,,,
77500.0,396.490,0.0000953638,976.135,,,
78000.0,396.764,0.0000930725,976.472,,,
78500.0,397.038,0.0000908378,976.810,,,
79000.0,397.313,0.0000886582,977.147,,,
79500.0,397.587,0.0000865324,977.484,,,
80000.0,397.861,0.0000844590,977.822,,,
80500.0,398.136,0.0000824367,978.159,,,
81000.0,398.410,0.0000804641,978.496,,,
81500.0,398.684,0.0000785400,978.832,,,
82000.0,398.958,0.0000766632,979.169,,,
82500.0,399.233,0.0000748325,979.506,,,
83000.0,399.507,0.0000730467,979.842,,,
83500.0,399.781,0.0000713047,980.178,,,
84000.0,400.056,0.0000696054,980.515,,,
84500.0,400.330,0.0000679478,980.851,,,
85000.0,400.604,0.0000663307,981.187,,,
85500.0,400.879,0.0000647532,981.523,,,
86000.0,401.153,0.0000632142,981.858,,,
86500.0,401.427,0.0000617128,982.194,,,
87000.0,401.702,0.0000602481,982.530,,,
87500.0,401.976,0.0000588190,982.865,,,
88000.0,402.250,0.0000574249,983.200,,,
88500.0,402.525,0.0000560647,983.536,,,
89000.0,402.799,0.0000547376,983.871,,,
89500.0,403.073,0.0000534428,984.206,,,
90000.0,403.348,0.0000521794,984.541,,,
90500.0,403.622,0.0000509468,984.875,,,
91000.0,403.896,0.0000497441,985.210,,,
91500.0,404.171,0.0000485705,985.544,,,
92000.0,404.445,0.0000474254,985.879,,,
92500.0,404.719,0.0000463081,986.213,,,
93000.0,404.994,0.0000452178,986.547,,,
93500.0,405.268,0.0000441539,986.881,,,
94000.0,405.542,0.0000431158,987.215,,,
94500.0,405.816,0.0000421027,987.549,,,
95000.0,406.091,0.0000411140,987.883,,,
95500.0,406.365,0.0000401493,988.216,,,
96000.0,406.639,0.0000392078,988.550,,,
96500.0,406.914,0.0000382890,988.883,,,
97000.0,407.188,0.0000373923,989.217,,,
97500.0,407.462,0.0000365172,989.550,,,
98000.0,407.737,0.0000356632,989.883,,,
98500.0,408.011,0.0000348297,990.216,,,
99000.0,408.285,0.0000340162,990.549,,,
99500.0,408.560,0.0000332222,990.881,,,
100000,408.834,0.0000324473,991.214,,,
100500,409.108,0.0000316909,991.546,,,
101000,409.383,0.0000309527,991.879,,,
101500,409.657,0.0000302321,992.211,,,
102000,409.931,0.0000295288,992.543,,,
